region,county,product,quantity
London,Lambeth,Slightly salted butter,1039427
South West England,Dorset,pokemon gold,1039412
West Midlands,Stoke-on-Trent,british parsnips loose,1039403
North West England,Wyre,Onions Loose,1039402
South West England,East Devon,british fresh chicken brest fillets,1039361
South West England,East Devon,sea bass fillets,1039360
West Midlands,Staffordshire,beef mince,1039339
Yorkshire and the Humber,Richmondshire,Onions Loose,1039288
West Midlands,Lichfield,silk tie,1039264
Scotland,Peeblesshire,scottish salmon,1039254
North West England,Cheshire East,salmon fillets,1039251
South East England,Chiltern,silk tie,1039222
Yorkshire and the Humber,Richmondshire,pokemon red,1039220
South West England,East Devon,gaming keyboard,1039171
West Midlands,Staffordshire,gaming mouse,1039160
London,Lambeth,unsalted butter,1039156
South East England,East Sussex,chocolate fudge cake,1039152
South East England,Chiltern,hotpoint washing machine,1039150
South West England,East Devon,minecraft game - xbox,1039149
Scotland,Peeblesshire,shortbread,1039130
London,Haringey,hp dv 3000 laptop,1039113
Wales,Swansea,samsung washing machine,1039082
North West England,Sefton,fresh turkey steak,1039052
Northern Ireland,Larne,minecraft game - xbox,1039049
West Midlands,Lichfield,jam doughnut,1039047
London,Lambeth,blue stilton cheese,1039046
West Midlands,Staffordshire,vernison sausages,1039043
London,Haringey,fresh whole chicken,1039035
Scotland,Peeblesshire,dell inspiron laptop,1039031
West Midlands,Lichfield,hp dv 2000 laptop,1038970
West Midlands,Staffordshire,lg washing machine,1038944
South East England,East Sussex,goat cheese,1038938
South West England,Dorset,hp envy laptop,1038928
North West England,Sefton,Oats Milk,1038912
Scotland,Peeblesshire,hp dv 2000 laptop,1038872
West Midlands,Stoke-on-Trent,oxford shoes,1038864
South West England,Forest of Dean,corn,1038850
Scotland,Peeblesshire,british fresh turkey mince,1038824
East Midlands,Lincoln,apple macbook air mid 2009,1038820
South West England,Forest of Dean,classic bowtie,1038816
Northern Ireland,Larne,courgette loose,1038810
London,Lambeth,denim jeams,1038797
London,Newham,dual shock controller,1038797
Wales,Swansea,organic soured cream,1038777
North West England,Sefton,Organic mILK,1038775
East of England,Castle Point,grey blazers,1038756
Wales,Swansea,pokemon gold,1038755
London,Newham,mild cheddar cheese,1038750
North West England,Wyre,courgette loose,1038750
Yorkshire and the Humber,Richmondshire,Mixed pepper,1038729
South West England,Dorset,rice,1038715
North West England,Fylde,custard doughnut,1038701
East Midlands,Lincoln,Spring onions bunch,1038697
South West England,Forest of Dean,hp dv 3000 laptop,1038693
London,Lambeth,skimmed milk,1038691
Wales,Ceredigion,beef sausages,1038664
East of England,Castle Point,brenton t-shirt,1038638
East of England,Castle Point,silk scarf,1038633
North East England,Tyne and Wear,dyson vacuum cleaner,1038622
South West England,Dorset,Mixed pepper,1038598
South East England,East Sussex,gameboy advance,1038592
North West England,Fylde,bosch washing machine,1038574
South West England,East Devon,hp dv 3000 laptop,1038543
South East England,Chiltern,aubergine,1038533
London,Haringey,vernison sausages,1038527
East Midlands,Bassetlaw,21 day mature ribeye steak,1038525
South East England,East Sussex,diced vernison,1038519
North West England,Wyre,vanilla yoghurt,1038518
South East England,Mole Valley,British baking potatoes loose,1038517
South East England,Mole Valley,shortbread,1038480
Wales,Ceredigion,oxford shirt,1038445
Scotland,Peeblesshire,vernison sausages,1038377
East of England,Castle Point,chicken sausages,1038373
North West England,Fylde,Onions Loose,1038358
South West England,Dorset,millionaire square,1038353
London,Haringey,unsalted butter,1038321
North West England,Sefton,fresh whole chicken,1038306
South East England,Chiltern,gaming keyboard,1038305
London,Newham,beef mince,1038294
Wales,Ceredigion,dell inspiron laptop,1038282
South East England,Mole Valley,courgette loose,1038222
North West England,Sefton,denim jacket,1038200
Wales,Swansea,Organic Kefir,1038200
North West England,Sefton,mild cheddar cheese,1038199
South West England,East Devon,baby potatoes,1038195
Wales,Ceredigion,aubergine,1038176
South East England,Epsom and Ewell,cheese cake,1038175
Wales,Ceredigion,diced vernison,1038170
East Midlands,South Northamptonshire,salmon fillets,1038168
East of England,Castle Point,red velvet cake,1038164
South East England,Mole Valley,linen shirt,1038118
West Midlands,Lichfield,21 day mature sirlion steak,1038112
London,Haringey,Mixed pepper,1038076
Wales,Ceredigion,skimmed milk,1038072
Wales,Swansea,pink blazers,1038056
East of England,Castle Point,british fresh turkey mince,1038048
South West England,East Devon,Onions Loose,1038044
Wales,Ceredigion,custard doughnut,1038011
East Midlands,Lincoln,apple macbook pro mid 2009,1037973
East of England,Castle Point,british fresh chicken thigh fillets,1037960
London,Lambeth,cheese cake,1037937
North West England,Sefton,pain au chocolate,1037918
West Midlands,Staffordshire,Fairtrade Bananas Loose,1037909
West Midlands,Lichfield,gameboy color,1037866
North West England,Wyre,british fresh chicken brest fillets,1037851
West Midlands,Lichfield,british fresh chicken brest fillets,1037840
London,Newham,mature cheddar cheese,1037830
North West England,Fylde,cheese cake,1037828
East Midlands,South Northamptonshire,goat cheese,1037798
South East England,Chiltern,Mixed pepper,1037793
East of England,Castle Point,celery,1037790
Wales,Swansea,British carrots loose,1037781
West Midlands,Staffordshire,Organic Kefir,1037772
London,Newham,beans,1037730
East Midlands,South Northamptonshire,hp dv 2000 laptop,1037708
Wales,Swansea,celery,1037707
West Midlands,Stoke-on-Trent,pain au raisins,1037684
Yorkshire and the Humber,Richmondshire,jam doughnut,1037678
Wales,Ceredigion,blue stilton cheese,1037641
South West England,East Devon,british parsnips loose,1037633
North West England,Sefton,chocolate twist,1037607
South West England,Forest of Dean,god of war 2,1037605
East Midlands,South Northamptonshire,dyson washing machine,1037600
London,Lambeth,red velvet cake,1037598
North West England,Cheshire East,pokemon gold,1037578
South East England,Chiltern,british fresh turkey mince,1037578
South West England,Forest of Dean,semi skimmed milk,1037531
South West England,Dorset,garlic,1037526
London,Haringey,Plain Greek yoghurt,1037505
South West England,East Devon,bosch washing machine,1037496
North West England,Wyre,diced chicken breast,1037491
London,Newham,fine beans,1037484
Wales,Ceredigion,Blueberry yoghurt,1037479
South West England,East Devon,goat cheese,1037468
West Midlands,Staffordshire,fine beans,1037461
London,Newham,almond croisant,1037458
North West England,Sefton,Brocolli loose,1037434
South East England,Chiltern,corn,1037408
Scotland,Peeblesshire,gameboy color,1037388
South East England,Mole Valley,mild cheddar cheese,1037370
West Midlands,Lichfield,Brocolli loose,1037368
Wales,Swansea,diced chicken breast,1037364
Wales,Swansea,cod fillets,1037348
South West England,Forest of Dean,organic raspberry yoghurt,1037335
West Midlands,Staffordshire,baby potatoes,1037330
Scotland,Peeblesshire,baby potatoes,1037319
South West England,East Devon,salmon fillets,1037317
South East England,Mole Valley,classic bowtie,1037312
South East England,East Sussex,21 day mature ribeye steak,1037305
South East England,East Sussex,pain au chocolate,1037298
London,Lambeth,white shirt,1037279
West Midlands,Lichfield,Organic Kefir,1037253
Wales,Swansea,dyson tower fan,1037235
London,Lambeth,courgette loose,1037233
East Midlands,Lincoln,hp envy laptop,1037218
South East England,Mole Valley,wristwatch,1037209
East of England,Castle Point,pokemon yellow,1037187
West Midlands,Lichfield,shortbread,1037175
London,Lambeth,british parsnips loose,1037158
East of England,Castle Point,chocolate twist,1037156
East of England,Castle Point,Organic Kefir,1037140
North West England,Sefton,chicken sausages,1037121
London,Newham,olive oil spread,1037113
London,Haringey,fresh whole turkey,1037108
Wales,Swansea,Almond milk,1037098
Wales,Ceredigion,millionaire square,1037070
London,Newham,apple macbook pro mid 2009,1037053
North East England,Tyne and Wear,apple macbook pro mid 2009,1037046
North West England,Cheshire East,brenton jumper,1037037
West Midlands,Staffordshire,hp envy laptop,1037035
Scotland,North Ayrshire,Fairtrade Bananas Loose,1037026
South East England,Mole Valley,diced chicken breast,1037020
North East England,Tyne and Wear,beef mince,1037014
North East England,Tyne and Wear,mild cheddar cheese,1037014
South West England,Forest of Dean,diced vernison,1037001
Northern Ireland,Larne,oxford shirt,1037000
Wales,Swansea,wellington boots,1036997
Northern Ireland,Larne,british parsnips loose,1036995
West Midlands,Lichfield,Blueberry yoghurt,1036950
South East England,East Sussex,pain au raisins,1036933
Wales,Swansea,silk scarf,1036931
Scotland,Peeblesshire,Brocolli loose,1036907
South East England,East Sussex,organic raspberry yoghurt,1036907
South East England,Epsom and Ewell,olive oil spread,1036873
North West England,Fylde,Soy Milk,1036833
Wales,Ceredigion,pain au raisins,1036810
South East England,Chiltern,goat cheese,1036797
South West England,East Devon,fresh turkey steak,1036797
North East England,Tyne and Wear,courgette loose,1036797
London,Haringey,hotpoint washing machine,1036777
London,Lambeth,British baking potatoes loose,1036775
South East England,Chiltern,gameboy advance,1036769
West Midlands,Staffordshire,flapjack,1036760
West Midlands,Stoke-on-Trent,chocolate twist,1036751
London,Haringey,x-box 360,1036737
South West England,East Devon,21 day mature ribeye steak,1036734
North West England,Sefton,free range large eggs x12,1036718
South West England,East Devon,millionaire square,1036696
South West England,East Devon,pokemon gold,1036669
West Midlands,Lichfield,semi skimmed milk,1036667
South West England,East Devon,scottish salmon,1036660
North East England,Tyne and Wear,Spring onions bunch,1036660
Scotland,North Ayrshire,gaming keyboard,1036628
South East England,Mole Valley,apple macbook pro mid 2009,1036600
South East England,Mole Valley,x-box 360,1036581
East of England,Castle Point,british bramley cooking apples,1036558
London,Newham,Mixed pepper,1036532
Scotland,Peeblesshire,chicken sausages,1036522
Northern Ireland,Larne,almond croisant,1036516
South West England,Dorset,courgette loose,1036514
North West England,Fylde,chicken sausages,1036492
East Midlands,South Northamptonshire,Brocolli loose,1036476
Wales,Ceredigion,corn,1036464
South East England,Mole Valley,sea bass fillets,1036459
North East England,Tyne and Wear,hp envy laptop,1036432
Wales,Swansea,macaron - x3,1036409
South West England,Forest of Dean,Red pepper,1036369
London,Haringey,Soy Milk,1036368
North West England,Fylde,Spring onions bunch,1036365
West Midlands,Lichfield,white shirt,1036365
South West England,East Devon,x-box 360,1036327
South East England,Epsom and Ewell,samsung washing machine,1036321
South East England,Chiltern,Organic Kefir,1036308
London,Haringey,large king prawns,1036284
Scotland,Peeblesshire,british parsnips loose,1036282
North West England,Cheshire East,fresh whole chicken,1036281
South West England,East Devon,wristwatch,1036267
North East England,Tyne and Wear,hotpoint washing machine,1036248
Wales,Swansea,chicken sausages,1036244
East Midlands,South Northamptonshire,corned beef,1036243
North West England,Cheshire East,fresh whole turkey,1036228
Scotland,Peeblesshire,pink blazers,1036222
North West England,Sefton,classic bowtie,1036201
South West England,Forest of Dean,corned beef,1036200
Wales,Swansea,chocolate fudge cake,1036196
North West England,Fylde,21 day mature sirlion steak,1036191
North West England,Cheshire East,apple macbook pro mid 2009,1036143
Wales,Ceredigion,Onions Loose,1036126
North West England,Cheshire East,Organic mILK,1036068
North West England,Wyre,organic soured cream,1036064
London,Lambeth,organic raspberry yoghurt,1036014
South West England,Dorset,british bramley cooking apples,1036007
North West England,Cheshire East,minecraft game - xbox,1036002
Northern Ireland,Larne,plastic sunshades,1036001
South East England,Chiltern,pink blazers,1035999
South West England,Forest of Dean,silk scarf,1035989
South West England,Dorset,mild cheddar cheese,1035963
Northern Ireland,Larne,Slightly salted butter,1035930
London,Haringey,garlic,1035902
North East England,Tyne and Wear,Organic Kefir,1035900
Scotland,Peeblesshire,fresh whole chicken,1035892
Wales,Ceredigion,diced chicken breast,1035868
Scotland,Peeblesshire,Fairtrade Bananas Loose,1035829
Wales,Swansea,halo combat evolved,1035823
South West England,Forest of Dean,beans,1035818
East of England,Castle Point,grey cardigan,1035807
Northern Ireland,Larne,free range large eggs x12,1035807
West Midlands,Lichfield,hp dv 3000 laptop,1035756
Yorkshire and the Humber,Richmondshire,brenton t-shirt,1035752
West Midlands,Lichfield,Mixed pepper,1035728
South East England,Mole Valley,hp dv 3000 laptop,1035715
East of England,Castle Point,lg washing machine,1035708
South East England,Epsom and Ewell,grey blazers,1035704
Scotland,Peeblesshire,21 day mature rump steak,1035570
South West England,Dorset,cheese cake,1035557
Northern Ireland,Larne,hotpoint washing machine,1035551
South East England,Chiltern,Soy Milk,1035546
North West England,Sefton,fine beans,1035544
East of England,Castle Point,gaming keyboard,1035538
South West England,East Devon,vernison sausages,1035530
North East England,Tyne and Wear,dyson tower fan,1035528
East Midlands,Bassetlaw,courgette loose,1035506
North West England,Sefton,21 day mature ribeye steak,1035482
Scotland,North Ayrshire,custard doughnut,1035462
London,Haringey,dyson washing machine,1035453
West Midlands,Lichfield,easy peeler loose,1035429
Wales,Swansea,brenton t-shirt,1035429
Wales,Swansea,Onions Loose,1035406
South West England,Dorset,Almond milk,1035355
Scotland,Peeblesshire,silk tie,1035318
South East England,Mole Valley,Red pepper,1035303
South East England,Mole Valley,halo combat evolved,1035266
Wales,Ceredigion,Organic mILK,1035242
Scotland,Peeblesshire,lg washing machine,1035221
South East England,Mole Valley,gaming mouse,1035184
Wales,Ceredigion,grey cardigan,1035180
North West England,Sefton,Blueberry yoghurt,1035165
Scotland,North Ayrshire,fine beans,1035135
West Midlands,Lichfield,pokemon gold,1035128
Yorkshire and the Humber,Richmondshire,semi skimmed milk,1035122
South West England,Dorset,cotton tie,1035088
Northern Ireland,Larne,rice,1035087
South West England,Dorset,brenton t-shirt,1035086
South East England,Mole Valley,grey blazers,1035074
Wales,Ceredigion,classic bowtie,1035059
London,Newham,british fresh chicken thigh fillets,1035049
South West England,East Devon,god of war 2,1035017
South West England,Forest of Dean,Plain Greek yoghurt,1034996
Scotland,North Ayrshire,pokemon gold,1034961
East of England,Castle Point,rice,1034950
Yorkshire and the Humber,Richmondshire,Brocolli loose,1034950
South West England,Dorset,beef sausages,1034944
South West England,Forest of Dean,brenton jumper,1034882
South East England,East Sussex,sea bass fillets,1034881
North East England,Tyne and Wear,Fairtrade Bananas Loose,1034873
North West England,Fylde,pink blazers,1034869
London,Haringey,oxford shoes,1034851
Wales,Swansea,21 day mature sirlion steak,1034846
London,Newham,Red pepper,1034822
South East England,Mole Valley,pokemon gold,1034807
London,Newham,bosch washing machine,1034748
Yorkshire and the Humber,Richmondshire,organic soured cream,1034730
South East England,Epsom and Ewell,brenton jumper,1034712
London,Haringey,Lemon,1034710
South East England,Mole Valley,rice,1034709
Scotland,Peeblesshire,Spring onions bunch,1034695
Wales,Ceredigion,unsalted butter,1034667
South East England,East Sussex,linen shirt,1034653
London,Haringey,21 day mature rump steak,1034652
South West England,East Devon,silk tie,1034613
South East England,Mole Valley,pokemon red,1034567
South East England,East Sussex,gaming keyboard,1034519
Scotland,Peeblesshire,dyson vacuum cleaner,1034506
Northern Ireland,Larne,fine beans,1034495
London,Newham,brenton jumper,1034466
London,Newham,blue stilton cheese,1034397
South East England,Epsom and Ewell,grey cardigan,1034387
South East England,Chiltern,beef mince,1034381
West Midlands,Staffordshire,denim jeams,1034373
South East England,East Sussex,pink blazers,1034344
Scotland,Peeblesshire,wristwatch,1034332
East of England,Castle Point,fresh whole turkey,1034296
North West England,Cheshire East,fresh turkey steak,1034291
Wales,Swansea,pokemon red,1034247
West Midlands,Lichfield,cheese cake,1034214
Northern Ireland,Larne,silk tie,1034211
Wales,Swansea,blue stilton cheese,1034205
North West England,Fylde,Almond milk,1034200
London,Haringey,gaming mouse,1034192
South West England,East Devon,blue stilton cheese,1034176
South East England,Mole Valley,Organic Kefir,1034130
Yorkshire and the Humber,Richmondshire,Red pepper,1034111
West Midlands,Staffordshire,god of war 2,1034098
North West England,Fylde,dyson washing machine,1034095
West Midlands,Lichfield,pain au chocolate,1034054
Scotland,Peeblesshire,linen trousers,1034049
South West England,East Devon,cotton tie,1034036
North West England,Fylde,x-box 360,1033993
Wales,Ceredigion,British carrots loose,1033992
South East England,Chiltern,flapjack,1033951
West Midlands,Lichfield,chocolate fudge cake,1033944
North West England,Sefton,jam doughnut,1033931
East of England,Castle Point,British carrots loose,1033916
South East England,Mole Valley,british fresh chicken brest fillets,1033885
West Midlands,Lichfield,pink blazers,1033843
West Midlands,Staffordshire,large king prawns,1033843
West Midlands,Lichfield,salmon fillets,1033841
West Midlands,Stoke-on-Trent,grey blazers,1033817
Scotland,Peeblesshire,chocolate fudge cake,1033809
Wales,Swansea,beans,1033799
South West England,Forest of Dean,garlic,1033786
West Midlands,Lichfield,pokemon red,1033764
South West England,Forest of Dean,Almond milk,1033750
South West England,East Devon,Sweet potatoes loose,1033735
West Midlands,Lichfield,olive oil spread,1033726
South East England,Mole Valley,lg washing machine,1033718
East Midlands,Bassetlaw,Almond milk,1033695
South East England,Chiltern,cod fillets,1033684
East of England,Castle Point,corned beef,1033679
London,Haringey,courgette loose,1033673
South East England,Chiltern,mature cheddar cheese,1033666
Wales,Ceredigion,gameboy advance,1033625
South West England,Forest of Dean,21 day mature sirlion steak,1033622
South West England,East Devon,chicken sausages,1033618
London,Newham,british fresh turkey mince,1033611
South East England,Chiltern,denim jacket,1033578
West Midlands,Staffordshire,minecraft game - xbox,1033553
South West England,East Devon,pokemon blue,1033512
South East England,Chiltern,rice,1033508
Northern Ireland,Larne,pokemon blue,1033502
Northern Ireland,Larne,gaming keyboard,1033468
Northern Ireland,Larne,gameboy advance,1033447
South East England,Mole Valley,Spring onions bunch,1033445
North West England,Sefton,dual shock controller,1033444
North West England,Wyre,garlic,1033439
East of England,Castle Point,classic bowtie,1033415
South East England,East Sussex,wellington boots,1033379
London,Haringey,grey blazers,1033365
West Midlands,Lichfield,raspberries,1033362
South East England,Chiltern,wristwatch,1033324
South West England,East Devon,Organic Kefir,1033258
South West England,Dorset,chicken sausages,1033253
South East England,Chiltern,free range large eggs x12,1033237
South East England,East Sussex,fine beans,1033234
North West England,Cheshire East,Fairtrade Bananas Loose,1033233
South East England,Chiltern,brenton jumper,1033233
Northern Ireland,Larne,21 day mature ribeye steak,1033189
South West England,Dorset,pain au chocolate,1033170
North West England,Fylde,denim jacket,1033109
South East England,East Sussex,halo combat evolved,1033095
South West England,East Devon,halo combat evolved,1033095
North West England,Wyre,fine beans,1033094
South East England,Mole Valley,gameboy color,1033073
Northern Ireland,Larne,fresh turkey steak,1033064
Northern Ireland,Larne,skimmed milk,1033050
Wales,Ceredigion,x-box 360,1033028
South West England,East Devon,large king prawns,1033025
Scotland,Peeblesshire,pokemon blue,1033011
South East England,Mole Valley,chocolate twist,1032992
London,Lambeth,british fresh turkey mince,1032980
West Midlands,Staffordshire,linen shirt,1032962
Northern Ireland,Larne,vernison sausages,1032961
North West England,Sefton,mature cheddar cheese,1032867
North West England,Sefton,sea bass fillets,1032813
South West England,East Devon,jam doughnut,1032765
South East England,Mole Valley,aubergine,1032728
North West England,Sefton,beef mince,1032717
Wales,Ceredigion,cotton tie,1032702
Wales,Ceredigion,gaming keyboard,1032702
London,Haringey,minecraft game - xbox,1032690
North West England,Cheshire East,Mixed pepper,1032677
Scotland,Peeblesshire,cod fillets,1032596
South East England,Chiltern,pokemon yellow,1032497
South West England,East Devon,Organic mILK,1032420
West Midlands,Staffordshire,pokemon gold,1032415
Yorkshire and the Humber,Richmondshire,dyson tower fan,1032381
East of England,Castle Point,apple macbook pro mid 2009,1032289
Wales,Swansea,gameboy advance,1032284
South East England,East Sussex,shortbread,1032264
East of England,Castle Point,large king prawns,1032249
South East England,Chiltern,cheese cake,1032219
Scotland,Peeblesshire,grey cardigan,1032173
London,Haringey,21 day mature ribeye steak,1032172
South West England,Forest of Dean,grey cardigan,1032166
South West England,East Devon,organic raspberry yoghurt,1032149
Wales,Ceredigion,hp envy laptop,1032144
South East England,Chiltern,chicken sausages,1032122
West Midlands,Lichfield,hotpoint washing machine,1032116
South West England,East Devon,mild cheddar cheese,1032070
North West England,Sefton,Red pepper,1032045
Scotland,Peeblesshire,easy peeler loose,1032019
North West England,Wyre,oxford shoes,1032013
Northern Ireland,Larne,gameboy color,1031975
Wales,Ceredigion,raspberries,1031956
South East England,Mole Valley,apple macbook air mid 2009,1031945
East of England,Castle Point,play station 3,1031945
Wales,Swansea,beef mince,1031937
London,Haringey,british bramley cooking apples,1031935
South East England,East Sussex,raspberries,1031928
North West England,Fylde,organic soured cream,1031917
North West England,Fylde,british fresh turkey mince,1031903
South East England,Epsom and Ewell,beef mince,1031871
London,Newham,British carrots loose,1031828
Scotland,North Ayrshire,21 day mature ribeye steak,1031819
North West England,Wyre,plastic sunshades,1031801
South East England,Mole Valley,dell inspiron laptop,1031789
South East England,Mole Valley,easy peeler loose,1031784
South East England,Mole Valley,denim jeams,1031727
South West England,East Devon,apple macbook pro mid 2009,1031720
London,Haringey,celery,1031670
South West England,East Devon,free range large eggs x12,1031653
West Midlands,Lichfield,aubergine,1031643
South West England,East Devon,Almond milk,1031631
South West England,East Devon,lg washing machine,1031616
South West England,Dorset,lg washing machine,1031586
West Midlands,Stoke-on-Trent,Soy Milk,1031543
South West England,East Devon,courgette loose,1031505
North West England,Fylde,chocolate fudge cake,1031503
South West England,Forest of Dean,sea bass fillets,1031502
North West England,Cheshire East,beef mince,1031501
South West England,Dorset,gameboy color,1031500
London,Haringey,mild cheddar cheese,1031494
Wales,Ceredigion,goat cheese,1031396
South East England,Mole Valley,pokemon blue,1031379
Wales,Ceredigion,corned beef,1031297
London,Lambeth,Organic Kefir,1031262
South East England,Chiltern,brenton t-shirt,1031230
West Midlands,Stoke-on-Trent,sea bass fillets,1031217
London,Newham,easy peeler loose,1031200
London,Newham,british fresh chicken brest fillets,1031136
West Midlands,Staffordshire,Sweet potatoes loose,1031085
Scotland,Peeblesshire,apple macbook pro mid 2009,1031060
West Midlands,Lichfield,gaming keyboard,1031034
South West England,East Devon,diced vernison,1031028
East Midlands,Lincoln,mature cheddar cheese,1031011
North West England,Wyre,scottish salmon,1031009
South West England,East Devon,hp dv 2000 laptop,1030934
West Midlands,Lichfield,fresh whole chicken,1030908
Northern Ireland,Larne,Organic Kefir,1030884
Scotland,Peeblesshire,brenton jumper,1030865
North East England,Tyne and Wear,pokemon yellow,1030795
West Midlands,Staffordshire,cheese cake,1030744
East Midlands,South Northamptonshire,vanilla yoghurt,1030702
West Midlands,Lichfield,beef mince,1030697
Yorkshire and the Humber,Richmondshire,vernison sausages,1030673
Wales,Ceredigion,linen trousers,1030659
Scotland,Peeblesshire,British carrots loose,1030577
West Midlands,Lichfield,fresh whole turkey,1030535
Yorkshire and the Humber,Richmondshire,fresh whole chicken,1030504
Northern Ireland,Larne,scottish salmon,1030500
South East England,East Sussex,free range large eggs x12,1030482
West Midlands,Stoke-on-Trent,dual shock controller,1030451
Scotland,Peeblesshire,Sweet potatoes loose,1030445
South West England,Forest of Dean,gaming keyboard,1030420
Wales,Swansea,British baking potatoes loose,1030359
South East England,East Sussex,chocolate twist,1030341
Scotland,Peeblesshire,blue stilton cheese,1030295
South West England,Forest of Dean,apple macbook pro mid 2009,1030278
Yorkshire and the Humber,Richmondshire,mature cheddar cheese,1030274
Northern Ireland,Larne,linen trousers,1030265
West Midlands,Lichfield,Fairtrade Bananas Loose,1030249
London,Lambeth,wellington boots,1030230
Wales,Ceredigion,hp dv 2000 laptop,1030225
South West England,East Devon,chocolate fudge cake,1030197
West Midlands,Lichfield,beef sausages,1030149
South East England,Epsom and Ewell,skimmed milk,1030148
East Midlands,Bassetlaw,free range large eggs x12,1030080
South East England,Chiltern,Fairtrade Bananas Loose,1030079
South West England,Dorset,21 day mature ribeye steak,1030061
South West England,East Devon,Red pepper,1030060
London,Lambeth,chocolate twist,1030039
Scotland,Peeblesshire,x-box 360,1030032
East of England,Castle Point,Organic mILK,1030022
North West England,Sefton,silk tie,1030022
Scotland,Peeblesshire,mature cheddar cheese,1030018
South East England,Chiltern,grey blazers,1029975
South West England,Dorset,denim jacket,1029962
South West England,East Devon,cheese cake,1029959
London,Lambeth,hotpoint washing machine,1029947
South East England,East Sussex,cotton tie,1029946
London,Haringey,free range large eggs x12,1029923
London,Haringey,Oats Milk,1029918
Wales,Ceredigion,white shirt,1029910
South East England,East Sussex,god of war 2,1029908
Scotland,Peeblesshire,salmon fillets,1029878
South East England,Mole Valley,Onions Loose,1029876
West Midlands,Lichfield,vanilla yoghurt,1029795
West Midlands,Lichfield,fresh turkey steak,1029757
North West England,Sefton,croisant ,1029742
South West England,Forest of Dean,Brocolli loose,1029730
Scotland,Peeblesshire,halo combat evolved,1029704
North West England,Sefton,courgette loose,1029679
London,Lambeth,silk tie,1029667
West Midlands,Lichfield,grey cardigan,1029661
Scotland,Peeblesshire,corn,1029649
South West England,East Devon,gameboy color,1029626
South West England,Dorset,linen trousers,1029613
London,Lambeth,21 day mature ribeye steak,1029588
South West England,Forest of Dean,plastic sunshades,1029572
West Midlands,Lichfield,dyson vacuum cleaner,1029568
North West England,Wyre,god of war 2,1029517
North East England,Tyne and Wear,god of war 2,1029513
South West England,Dorset,easy peeler loose,1029472
London,Haringey,semi skimmed milk,1029458
Northern Ireland,Larne,dell inspiron laptop,1029426
Wales,Ceredigion,21 day mature rump steak,1029408
East Midlands,Bassetlaw,Organic mILK,1029402
South West England,East Devon,dell inspiron laptop,1029340
East of England,Castle Point,free range large eggs x12,1029304
South East England,Mole Valley,Lemon,1029254
Scotland,North Ayrshire,celery,1029207
London,Lambeth,classic bowtie,1029154
Scotland,Peeblesshire,diced chicken breast,1029142
South West England,East Devon,wellington boots,1029107
West Midlands,Lichfield,macaron - x3,1029106
South West England,East Devon,beans,1029086
Scotland,Peeblesshire,silk scarf,1029078
Northern Ireland,Larne,samsung washing machine,1029000
Wales,Ceredigion,pokemon yellow,1028963
London,Haringey,Onions Loose,1028910
South East England,East Sussex,British carrots loose,1028901
Scotland,Peeblesshire,raspberries,1028877
South East England,Chiltern,halo combat evolved,1028873
East Midlands,Bassetlaw,jam doughnut,1028871
Northern Ireland,Larne,vanilla yoghurt,1028859
Northern Ireland,Larne,Organic mILK,1028833
South East England,Chiltern,pokemon gold,1028818
North West England,Wyre,mild cheddar cheese,1028771
South West England,Dorset,Onions Loose,1028693
South West England,Forest of Dean,dell inspiron laptop,1028675
London,Lambeth,21 day mature rump steak,1028658
London,Newham,croisant ,1028641
Scotland,Peeblesshire,wellington boots,1028583
Wales,Ceredigion,minecraft game - xbox,1028477
South East England,Mole Valley,plastic sunshades,1028475
West Midlands,Lichfield,Plain Greek yoghurt,1028474
Wales,Ceredigion,pain au chocolate,1028436
Wales,Swansea,x-box 360,1028384
North West England,Fylde,cotton tie,1028309
South East England,Chiltern,easy peeler loose,1028305
Scotland,Peeblesshire,play station 3,1028298
West Midlands,Lichfield,almond croisant,1028237
Wales,Ceredigion,brenton t-shirt,1028217
South East England,East Sussex,flapjack,1028215
West Midlands,Lichfield,chicken sausages,1028185
South West England,East Devon,linen shirt,1028181
London,Newham,pokemon blue,1028155
Scotland,Peeblesshire,Soy Milk,1028112
Northern Ireland,Larne,dyson washing machine,1028101
Wales,Ceredigion,red velvet cake,1028099
West Midlands,Lichfield,wellington boots,1028088
South West England,East Devon,denim jacket,1028055
South West England,Dorset,pokemon blue,1028023
North West England,Cheshire East,baby potatoes,1028002
South West England,Dorset,denim jeams,1027997
South East England,Mole Valley,diced vernison,1027962
London,Lambeth,scottish salmon,1027944
South West England,Forest of Dean,Organic Kefir,1027923
South East England,East Sussex,beans,1027920
East Midlands,Bassetlaw,Lemon,1027874
Wales,Ceredigion,Red pepper,1027853
London,Haringey,plastic sunshades,1027795
West Midlands,Lichfield,free range large eggs x12,1027740
West Midlands,Lichfield,21 day mature rump steak,1027735
West Midlands,Lichfield,plastic sunshades,1027723
South West England,Dorset,corned beef,1027677
South West England,East Devon,flapjack,1027657
South West England,East Devon,Soy Milk,1027620
West Midlands,Lichfield,cod fillets,1027591
London,Lambeth,aubergine,1027535
Northern Ireland,Larne,linen shirt,1027423
South East England,East Sussex,garlic,1027403
South East England,East Sussex,skimmed milk,1027382
West Midlands,Staffordshire,dell inspiron laptop,1027360
West Midlands,Lichfield,gaming mouse,1027350
South West England,Forest of Dean,Mixed pepper,1027314
